,date,sum_deposit
842,2022-07-10,197455336897.0
843,2022-07-11,1097450303751.0
844,2022-07-12,1211498965834.0
845,2022-07-13,1230797276125.0
846,2022-07-14,238771170073.0
847,2022-07-15,180177079055.0
848,2022-07-16,854667022073.0
849,2022-07-17,1024138082565.0
850,2022-07-18,166152225250.0
851,2022-07-19,1158649453382.0
852,2022-07-20,1427919299303.0
853,2022-07-21,221467896431.0
854,2022-07-22,205276793615.0
855,2022-07-23,1184514804456.0
856,2022-07-24,1670077927636.0
857,2022-07-25,1662068632180.0
858,2022-07-26,1255494820075.0
859,2022-07-27,1850889365680.0
860,2022-07-28,320335785311.0
861,2022-07-29,255220966031.0
862,2022-07-30,1466015064939.0
863,2022-07-31,1139134307231.0
864,2022-08-01,6115047474651.0
865,2022-08-02,1362461828964.0
866,2022-08-03,1899385134761.0
867,2022-08-04,252278121742.0
868,2022-08-05,272798406710.0
869,2022-08-06,1325371843585.0
870,2022-08-07,140801281697.0
871,2022-08-08,181019112334.0
872,2022-08-09,1031482578298.0
873,2022-08-10,1190129852164.0
874,2022-08-11,269392908422.0
875,2022-08-12,201505932481.0
876,2022-08-13,1730045013881.0
877,2022-08-14,1726286335286.0
878,2022-08-15,1942775544981.0
879,2022-08-16,1229146635517.0
880,2022-08-17,1273780032854.0
881,2022-08-18,293856804606.0
882,2022-08-19,271707845534.0
883,2022-08-20,1018569528372.0
884,2022-08-21,1544553465430.0
885,2022-08-22,1203437377005.0
886,2022-08-23,1610803622537.0
887,2022-08-24,1779415400909.0
888,2022-08-25,413129809889.0
889,2022-08-26,332977781720.0
890,2022-08-27,1505389208663.0
891,2022-08-28,1889628456272.0
892,2022-08-29,1586851693729.0
893,2022-08-30,1446146192008.0
894,2022-08-31,906675673909.0
895,2022-09-01,404987114826.0
896,2022-09-02,246904318532.0
897,2022-09-03,1375073544274.0
898,2022-09-04,3935982182239.0
899,2022-09-05,970337054010.0
900,2022-09-06,995302050227.0
901,2022-09-07,1392439326139.0
902,2022-09-08,289003368195.0
903,2022-09-09,204312365619.0
904,2022-09-10,2892130153812.0
905,2022-09-11,965189782465.0
906,2022-09-12,1633286006490.0
907,2022-09-13,1125214385306.0
908,2022-09-14,1063508222974.0
909,2022-09-15,250867139844.0
910,2022-09-16,140628307460.0
911,2022-09-17,167763935391.0
912,2022-09-18,1378820923042.0
913,2022-09-19,1073419529399.0
914,2022-09-20,1445830567095.0
915,2022-09-21,972828826559.0
916,2022-09-22,275314057882.0
917,2022-09-23,263340707205.0
918,2022-09-24,2568956202802.0
919,2022-09-25,258115087227.0
920,2022-09-26,2085382842372.0
921,2022-09-27,244152289707.0
922,2022-09-28,3627450518427.0
923,2022-09-29,312814525592.0
924,2022-09-30,237818270999.0
925,2022-10-01,1969099925850.0
926,2022-10-02,1144632836306.0
927,2022-10-03,1088355163733.0
928,2022-10-04,886317895743.0
929,2022-10-05,173683891051.0
930,2022-10-06,287947932931.0
931,2022-10-07,236006563428.0
932,2022-10-08,1204240084958.0
933,2022-10-09,1342232538308.0
934,2022-10-10,1202828610977.0
935,2022-10-11,937043604663.0
936,2022-10-12,1336124377878.0
937,2022-10-13,311339600024.0
938,2022-10-14,220805046503.0
939,2022-10-15,1168774705622.0
940,2022-10-16,921613757174.0
941,2022-10-17,1324062926659.0
942,2022-10-18,966549649133.0
943,2022-10-19,1114739569099.0
944,2022-10-20,253430083528.0
945,2022-10-21,249592392264.0
946,2022-10-22,1898845998658.0
947,2022-10-23,1414315708531.0
948,2022-10-24,2131428662999.0
949,2022-10-25,1691098989145.0
950,2022-10-26,3490581510402.0
951,2022-10-27,242657697213.0
952,2022-10-28,216470792463.0
953,2022-10-29,1082105597097.0
954,2022-10-30,1798552509494.0
955,2022-10-31,3227330244667.0
956,2022-11-01,1462775146908.0
957,2022-11-02,2003720477798.0
958,2022-11-03,286534874540.0
959,2022-11-04,259344552317.0
960,2022-11-05,2113009553221.0
961,2022-11-06,3609856632497.0
962,2022-11-07,1925300926712.0
963,2022-11-08,2334967501276.0
964,2022-11-09,2584067636083.0
965,2022-11-10,282808724328.0
966,2022-11-11,303815451456.0
967,2022-11-12,1875028058965.0
968,2022-11-13,1868358010725.0
969,2022-11-14,1889894432450.0
970,2022-11-15,976021957507.0
971,2022-11-16,1394296663791.0
972,2022-11-17,245120215605.0
973,2022-11-18,211253891363.0
974,2022-11-19,3077153722846.0
975,2022-11-20,1045142398957.0
976,2022-11-21,1958250978374.0
977,2022-11-22,2401115301672.0
978,2022-11-23,5172769160892.0
979,2022-11-24,458360267364.0
980,2022-11-25,313569280980.0
981,2022-11-26,7944460194523.0
982,2022-11-27,4426426831680.0
983,2022-11-28,10991107082433.0
984,2022-11-29,2025208232568.0
985,2022-11-30,2393271400896.0
986,2022-12-01,360901176304.0
987,2022-12-02,292773399608.0
988,2022-12-03,1501863210078.0
989,2022-12-04,1640596656473.0
990,2022-12-05,2102563293178.0
991,2022-12-06,1763416727193.0
992,2022-12-07,2656287249384.0
993,2022-12-08,323299151110.0
994,2022-12-09,274999899121.0
995,2022-12-10,4767786764878.0
996,2022-12-11,6032790021607.0
997,2022-12-12,2289652134566.0
998,2022-12-13,3539433394585.0
999,2022-12-14,4329098477984.0
1000,2022-12-15,385039621543.0
1001,2022-12-16,331801798815.0
1002,2022-12-17,3440416156333.0
1003,2022-12-18,2296177135829.0
1004,2022-12-19,2905212705972.0
1005,2022-12-20,1774263129416.0
1006,2022-12-21,1755277631074.0
1007,2022-12-22,613849873545.0
1008,2022-12-23,538364851517.0
1009,2022-12-24,3009130301549.0
1010,2022-12-25,3223365322711.0
1011,2022-12-26,2836615624112.0
1012,2022-12-27,533240370460.0
1013,2022-12-28,3024264832282.0
1014,2022-12-29,816758809746.0
1015,2022-12-30,721214320820.0
1016,2022-12-31,3180422082827.0
1017,2023-01-01,2995346795185.0
1018,2023-01-02,3689098405456.0
1019,2023-01-03,2034495066360.0
1020,2023-01-04,6461954973438.0
1021,2023-01-05,751136911365.0
1022,2023-01-06,446520526666.0
1023,2023-01-07,14941181432226.0
1024,2023-01-08,4722107614381.0
1025,2023-01-09,7752370121836.0
1026,2023-01-10,3467131584423.0
1027,2023-01-11,2772681769877.0
1028,2023-01-12,391747566563.0
1029,2023-01-13,458150297130.0
1030,2023-01-14,2525989707058.0
1031,2023-01-15,1119526002574.0
1032,2023-01-16,2598858720446.0
1033,2023-01-17,3001624980033.0
1034,2023-01-18,2194884847039.0
1035,2023-01-19,378915534760.0
1036,2023-01-20,521541899489.0
1037,2023-01-21,18587199698641.0
1038,2023-01-22,2957049512003.0
1039,2023-01-23,2984672885858.0
1040,2023-01-24,4759680085761.0
1041,2023-01-25,3186180307045.0
1042,2023-01-26,599683236780.0
1043,2023-01-27,491116985855.0
1044,2023-01-28,2548767666903.0
1045,2023-01-29,2852320255355.0
1046,2023-01-30,2761590988799.0
1047,2023-01-31,1802774207807.0
1048,2023-02-01,2249330746527.0
1049,2023-02-02,383061108142.0
1050,2023-02-03,197064779003.0
1051,2023-02-04,322988220691.0
1052,2023-02-05,1708623227853.0
1053,2023-02-06,1839732524966.0
1054,2023-02-07,2825164373810.0
1055,2023-02-08,2744874725211.0
1056,2023-02-09,275866878615.0
1057,2023-02-10,180024652276.0
1058,2023-02-11,297849024891.0
1059,2023-02-12,2126666597233.0
1060,2023-02-13,3920773688247.0
1061,2023-02-14,3097380619235.0
1062,2023-02-15,3985722991045.0
1063,2023-02-16,395216253394.0
1064,2023-02-17,245738446360.0
1065,2023-02-18,385759007344.0
1066,2023-02-19,3111538449396.0
1067,2023-02-20,5096485619451.0
1068,2023-02-21,3506269210800.0
1069,2023-02-22,3027848704559.0
1070,2023-02-23,532655513869.0
1071,2023-02-24,641134729157.0
1072,2023-02-25,5411983249700.0
1073,2023-02-26,5854051005535.0
1074,2023-02-27,5255986134752.0
1075,2023-02-28,5504418474375.0
1076,2023-03-01,8259543736123.0
1077,2023-03-02,611323522416.0
1078,2023-03-03,427198444733.0
1079,2023-03-04,3506005435355.0
1080,2023-03-05,3195907030395.0
1081,2023-03-06,3407618913741.0
1082,2023-03-07,3511276895695.0
1083,2023-03-08,241131289428.0
1084,2023-03-09,471894000499.0
1085,2023-03-10,457798573274.0
1086,2023-03-11,3233300035691.0
1087,2023-03-12,5769853153387.0
1088,2023-03-13,7139315729240.0
1089,2023-03-14,6449923968518.0
1090,2023-03-15,7791492890518.0
1091,2023-03-16,759410825774.0
1092,2023-03-17,727005026507.0
1093,2023-03-18,18905607432865.0
1094,2023-03-19,6453794641284.0
1095,2023-03-20,244116499029.0
1096,2023-03-21,211677524233.0
1097,2023-03-22,230504143836.0
1098,2023-03-23,328140633588.0
1099,2023-03-24,637091946953.0
1100,2023-03-25,5319265196099.0
1101,2023-03-26,3977637402295.0
1102,2023-03-27,2775769793692.0
1103,2023-03-28,3206220296937.0
1104,2023-03-29,3877623757098.0
1105,2023-03-30,447950800381.0
1106,2023-03-31,313114628804.0
1107,2023-04-01,351509568961.0
1108,2023-04-02,590493926926.0
1109,2023-04-03,3258547292077.0
1110,2023-04-04,7994284812548.0
1111,2023-04-05,4617058905037.0
1112,2023-04-06,588499370030.0
1113,2023-04-07,704531014534.0
1114,2023-04-08,5048780947817.0
1115,2023-04-09,4534071086667.0
1116,2023-04-10,3789043195643.0
1117,2023-04-11,4332133946256.0
1118,2023-04-12,291835321610.0
1119,2023-04-13,589786355818.0
1120,2023-04-14,649353972712.0
1121,2023-04-15,3922375520765.0
1122,2023-04-16,4516984902754.0
1123,2023-04-17,3977652932285.0
1124,2023-04-18,5368065346218.0
1125,2023-04-19,6889473040794.0
1126,2023-04-20,962271768857.0
1127,2023-04-21,480358229253.0
1128,2023-04-22,504665251417.0
1129,2023-04-23,1060211376399.0
1130,2023-04-24,6114677463654.0
1131,2023-04-25,5053034769185.0
1132,2023-04-26,4514523770975.0
1133,2023-04-27,751475029558.0
1134,2023-04-28,986315893208.0
1135,2023-04-29,6064779403612.0
1136,2023-04-30,6571859239647.0
1137,2023-05-01,4627723475749.0
1138,2023-05-02,5053689591602.0
1139,2023-05-03,227523347441.0
1140,2023-05-04,834432409855.0
1141,2023-05-05,1164662380712.0
1142,2023-05-06,7343245959443.0
1143,2023-05-07,4723910364215.0
1144,2023-05-08,4264403192597.0
1145,2023-05-09,4924950103518.0
1146,2023-05-10,5113217372626.0
1147,2023-05-11,936205907087.0
1148,2023-05-12,451787675939.0
1149,2023-05-13,3384096147840.0
1150,2023-05-14,2866049241207.0
1151,2023-05-15,2757511462727.0
1152,2023-05-16,351184980685.0
1153,2023-05-17,1977189717836.0
1154,2023-05-18,592013219186.0
1155,2023-05-19,527170467075.0
1156,2023-05-20,4112222632943.0
1157,2023-05-21,3157684172954.0
1158,2023-05-22,5285802517514.0
1159,2023-05-23,3001638055305.0
1160,2023-05-24,2985945409145.0
1161,2023-05-25,1050412008796.0
1162,2023-05-26,548100618267.0
1163,2023-05-27,3614984037308.0
1164,2023-05-28,2444124683317.0
1165,2023-05-29,4838119999275.0
1166,2023-05-30,3702881802585.0
1167,2023-05-31,1977859080953.0
1168,2023-06-01,495730373235.0
1169,2023-06-02,451177588873.0
1170,2023-06-03,2775766706344.0
1171,2023-06-04,250919387095.0
1172,2023-06-05,360811761155.0
1173,2023-06-06,3503535768369.0
1174,2023-06-07,4271456928305.0
1175,2023-06-08,555425549753.0
1176,2023-06-09,442021743850.0
1177,2023-06-10,3131351816669.0
1178,2023-06-11,3800476663853.0
1179,2023-06-12,4279335286196.0
1180,2023-06-13,4586712216857.0
1181,2023-06-14,4274685946703.0
1182,2023-06-15,928409395670.0
1183,2023-06-16,825472673275.0
1184,2023-06-17,4442288046188.0
1185,2023-06-18,4122202319666.0
1186,2023-06-19,3460993094558.0
1187,2023-06-20,3220543130427.0
1188,2023-06-21,3675034375817.0
1189,2023-06-22,593506674463.0
1190,2023-06-23,558864323698.0
1191,2023-06-24,3568586395960.0
1192,2023-06-25,3455425860762.0
1193,2023-06-26,2829634328263.0
1194,2023-06-27,4148307228674.0
1195,2023-06-28,3115612656701.0
1196,2023-06-29,236949454586.0
1197,2023-06-30,355003898229.0
1198,2023-07-01,3860288606246.0
1199,2023-07-02,2071371807822.0
1200,2023-07-03,2952880216071.0
1201,2023-07-04,3083573206275.0
1202,2023-07-05,2254256560737.0
1203,2023-07-06,418460075860.0
1204,2023-07-07,362680882974.0
1205,2023-07-08,2591511127003.0
1206,2023-07-09,2240427257796.0
1207,2023-07-10,2217568534878.0
1208,2023-07-11,3223669226460.0
1209,2023-07-12,2721083190714.0
1210,2023-07-13,448742481780.0
1211,2023-07-14,363150374608.0
1212,2023-07-15,2967632336393.0
1213,2023-07-16,2173200834391.0
1214,2023-07-17,2158812172312.0
1215,2023-07-18,2634336750326.0
1216,2023-07-19,2334109641738.0
1217,2023-07-20,402103985184.0
1218,2023-07-21,336020844475.0
1219,2023-07-22,2008477734374.0
1220,2023-07-23,6421840689620.0
1221,2023-07-24,2805702572345.0
1222,2023-07-25,2503873370723.0
1223,2023-07-26,2148817701310.0
1224,2023-07-27,230782219650.0
1225,2023-07-28,264836817243.0
1226,2023-07-29,3211107380496.0
1227,2023-07-30,2318423280797.0
1228,2023-07-31,2702057311543.0
1229,2023-08-01,2792645916224.0
1230,2023-08-02,253707999650.0
1231,2023-08-03,184201921257.0
1232,2023-08-04,282187637006.0
1233,2023-08-05,3641835521121.0
1234,2023-08-06,3451312861490.0
1235,2023-08-07,3822358392187.0
1236,2023-08-08,1995158791485.0
1237,2023-08-09,2574280509759.0
1238,2023-08-10,443489050512.0
1239,2023-08-11,314587652978.0
1240,2023-08-12,2335548156647.0
1241,2023-08-13,4276048221291.0
1242,2023-08-14,2552428216716.0
1243,2023-08-15,2069040553847.0
1244,2023-08-16,2023734098868.0
1245,2023-08-17,430567606530.0
1246,2023-08-18,319070833106.0
1247,2023-08-19,2245355347734.0
1248,2023-08-20,2751169947413.0
1249,2023-08-21,32685122665.0
