,date,sum_payment,sum_deposit,sum_balance,sum_balance_harmony,sum_balance_check,sum_balance_fastpay,index_value,dollar_value,sum_harmony_check
599,2022-08-16,1376240152531.0,1229146635517.0,4937560612365.0,690382341632.0,685857810899.0,0.0,1459500.6,302100.0,1376240152531.0
600,2022-08-17,1286311404560.0,1273780032854.0,5166042346618.0,733987368831.0,552324035729.0,0.0,1451404.1,298666.6666666667,1286311404560.0
601,2022-08-20,1240329711156.0,1018569528372.0,5509232891042.0,540586304602.0,699743406554.0,0.0,1438819.2,289666.6666666667,1240329711156.0
602,2022-08-21,1731135081370.0,1544553465430.0,5689713761152.0,1038566583777.0,692568497593.0,0.0,1429906.8,287666.6666666667,1731135081370.0
603,2022-08-22,1563326422165.0,1203437377005.0,4620090465056.0,839574379860.0,723752042305.0,0.0,1424490.9,294666.6666666667,1563326422165.0
604,2022-08-23,1288392912623.0,1610803622537.0,5452175901014.0,652584888183.0,635808024440.0,0.0,1431477.2,293566.6666666667,1288392912623.0
605,2022-08-24,2610344034519.0,1779415400909.0,5706453425334.0,928588747792.0,1681755286727.0,0.0,1442372.9,291500.0,2610344034519.0
606,2022-08-27,1680870219389.0,1505389208663.0,6115999786074.0,580811853938.0,1100058365451.0,0.0,1450045.2,300166.6666666667,1680870219389.0
607,2022-08-28,2349053783285.0,1889628456272.0,6485966477033.0,1000364331033.0,1348689452252.0,0.0,1444086.8,296866.6666666667,2349053783285.0
608,2022-08-29,3172066851209.0,1586851693729.0,6299612690384.0,748632706762.0,2423434144447.0,0.0,1445139.0,296333.3333333333,3172066851209.0
609,2022-08-30,1675530084369.0,1446146192008.0,5916120371293.0,732535563936.0,942994520433.0,0.0,1441217.1,297500.0,1675530084369.0
610,2022-08-31,1235866040013.0,906675673909.0,4681714126462.0,772528214586.0,463337825427.0,0.0,1439396.4,300333.3333333333,1235866040013.0
611,2022-09-03,1507390215391.0,1375073544274.0,5314406540832.0,626892204300.0,880498011091.0,0.0,1426941.2,300200.0,1507390215391.0
612,2022-09-04,1908179689238.0,3935982182239.0,5036446972372.0,1094503744351.0,813675944887.0,0.0,1426908.2,302366.6666666667,1908179689238.0
613,2022-09-05,1770744698397.0,970337054010.0,4717757886861.0,945200019901.0,825544678496.0,0.0,1426779.6,300800.0,1770744698397.0
614,2022-09-06,1307210371222.0,995302050227.0,4282502817535.0,953304077860.0,353906293362.0,0.0,1420834.1,302566.6666666667,1307210371222.0
615,2022-09-07,1740657543012.0,1392439326139.0,4814752990119.0,927190553793.0,813466989219.0,0.0,1412856.5,301566.6666666667,1740657543012.0
617,2022-09-10,1261353960155.0,2892130153812.0,4984478090758.0,749048276394.0,512305683761.0,0.0,1397434.5,304500.0,1261353960155.0
618,2022-09-11,1825696798156.0,965189782465.0,4348788093786.0,1190167410734.0,635529387422.0,0.0,1390732.4,306433.3333333333,1825696798156.0
619,2022-09-12,1579035562752.0,1633286006490.0,4764220271000.0,901733216792.0,677302345960.0,0.0,1388970.4,309933.3333333333,1579035562752.0
620,2022-09-13,1247336936583.0,1125214385306.0,4838977761326.0,739153193525.0,508183743058.0,0.0,1393126.7,315400.0,1247336936583.0
621,2022-09-14,1520359355017.0,1063508222974.0,4640300689405.0,853644866415.0,666714488602.0,0.0,1389099.0,314366.6666666667,1520359355017.0
623,2022-09-18,1039954544694.0,1378820923042.0,4981642441781.0,618944624659.0,421009920035.0,0.0,1377917.5,318366.6666666667,1039954544694.0
624,2022-09-19,2464534572147.0,1073419529399.0,4660541037622.0,1369485348474.0,1095049223673.0,0.0,1373821.4,317666.6666666667,2464534572147.0
625,2022-09-20,2195735900296.0,1445830567095.0,4214144353916.0,1265592459743.0,930143440553.0,0.0,1367060.4,317866.6666666667,2195735900296.0
626,2022-09-21,1998435622117.0,972828826559.0,3710338338715.0,1119946311976.0,878489310141.0,0.0,1355240.9,316900.0,1998435622117.0
627,2022-09-24,1336233378185.0,2568956202802.0,5760775986157.0,891076216197.0,445157161988.0,0.0,1328185.9,317733.3333333333,1336233378185.0
628,2022-09-26,3271021275925.0,2085382842372.0,5780795108942.0,1199863281780.0,2071157994145.0,0.0,1334448.1,316933.3333333333,3271021275925.0
629,2022-09-28,3129633626311.0,3627450518427.0,4639652745280.0,1193271341121.0,1936362285190.0,0.0,1346563.5,318033.3333333333,3129633626311.0
630,2022-10-01,1594388396054.0,1969099925850.0,4300585793439.0,976834027042.0,617554369012.0,0.0,1330879.1,328166.6666666667,1594388396054.0
631,2022-10-02,3127152010908.0,1144632836306.0,4040549662899.0,1493156336163.0,1633995674745.0,0.0,1322025.8,330333.3333333333,3127152010908.0
632,2022-10-03,1877319051983.0,1088355163733.0,3833957745488.0,1048476436048.0,828842615935.0,0.0,1318714.2,333166.6666666667,1877319051983.0
633,2022-10-04,1973687626440.0,886317895743.0,3413309376339.0,1165230629615.0,808456996825.0,0.0,1313853.1,332500.0,1973687626440.0
634,2022-10-08,1561236448438.0,1204240084958.0,3701620073339.0,804045859386.0,757190589052.0,0.0,1316721.1,327866.6666666667,1561236448438.0
635,2022-10-09,2356517124309.0,1342232538308.0,4139591993929.0,1186992706989.0,1169524417320.0,0.0,1305083.0,324866.6666666667,2356517124309.0
636,2022-10-10,2069364534521.0,1202828610977.0,3505434985534.0,1187154661016.0,882209873505.0,0.0,1303920.4,325133.3333333333,2069364534521.0
637,2022-10-11,1989002188276.0,937043604663.0,2978974587889.0,992900064536.0,996102123740.0,0.0,1313583.9,327233.3333333333,1989002188276.0
638,2022-10-12,3233198140695.0,1336124377878.0,2813131237734.0,1115559975312.0,2117638165383.0,0.0,1319789.7,326733.3333333333,3233198140695.0
639,2022-10-15,1314762501462.0,1168774705622.0,3327401992295.0,934366394840.0,380396106622.0,0.0,1317894.2,328533.3333333333,1314762501462.0
640,2022-10-16,2388578593321.0,921613757174.0,3175717816526.0,1364805182634.0,1023773410687.0,0.0,1311288.6,330566.6666666667,2388578593321.0
641,2022-10-17,3983455101899.0,1324062926659.0,3263927698757.0,1204517293528.0,2778937808371.0,0.0,1311109.9,328966.6666666667,3983455101899.0
642,2022-10-18,1851009633934.0,966549649133.0,2970672204082.0,1031286314818.0,819723319116.0,0.0,1312563.2,328566.6666666667,1851009633934.0
643,2022-10-19,2488347731891.0,1114739569099.0,3042479226999.0,1099010193605.0,1389337538286.0,0.0,1310165.9,328566.6666666667,2488347731891.0
645,2022-10-22,3078427557034.0,1898845998658.0,3625930390474.0,770188290995.0,2308239266039.0,0.0,1308960.0,328833.3333333333,3078427557034.0
646,2022-10-23,2290644584730.0,1414315708531.0,3822165758231.0,1247706800114.0,1042937784616.0,0.0,1296797.8,328766.6666666667,2290644584730.0
647,2022-10-24,2523544396179.0,2131428662999.0,4305911047203.0,960988071105.0,1562556325074.0,0.0,1277736.9,327866.6666666667,2523544396179.0
649,2022-10-25,2146416997915.0,1691098989145.0,4617025202314.0,1168844049372.0,977572948543.0,0.0,1267060.7,328900.0,2146416997915.0
648,2022-10-25,2146416997915.0,1691098989145.0,4617025202314.0,1168844049372.0,977572948543.0,0.0,1267060.7,328800.0,2146416997915.0
650,2022-10-26,3597196516551.0,3490581510402.0,5535568147684.0,942418702846.0,2654777813705.0,0.0,1241067.1,328833.3333333333,3597196516551.0
651,2022-10-29,2467709664389.0,1082105597097.0,4070948682471.0,846659084509.0,1621050579880.0,0.0,1244627.3,330666.6666666667,2467709664389.0
652,2022-10-30,2499286370393.0,1798552509494.0,4069665266822.0,1524227351333.0,975059019060.0,0.0,1254464.8,330666.6666666667,2499286370393.0
653,2022-10-31,1926142097815.0,3227330244667.0,3973658821144.0,1243266497402.0,682875600413.0,0.0,1269833.4,333166.6666666667,1926142097815.0
654,2022-11-01,1944077400651.0,1462775146908.0,3747602513366.0,1258997685714.0,685079714937.0,0.0,1280456.2,338200.0,1944077400651.0
655,2022-11-02,1782840939680.0,2003720477798.0,3912955296743.0,1159321869715.0,623519069965.0,0.0,1283540.8,344733.3333333333,1782840939680.0
657,2022-11-05,1804952436953.0,2113009553221.0,4511861025727.0,1035020426852.0,769932010101.0,0.0,1328324.1,359533.3333333333,1804952436953.0
658,2022-11-06,5267860764458.0,3609856632497.0,6309408794344.0,1559987316290.0,3707873448168.0,0.0,1344675.9,361466.6666666667,5267860764458.0
659,2022-11-07,3101133934544.0,1925300926712.0,6424546178424.0,1434055460151.0,1667078474393.0,0.0,1389752.6,365733.3333333333,3101133934544.0
660,2022-11-08,2680758466999.0,2334967501276.0,7297518292991.0,1106980384780.0,1573778082219.0,0.0,1407734.1,363000.0,2680758466999.0
661,2022-11-09,2856345488862.0,2584067636083.0,7246831438529.0,1205853342523.0,1650492146339.0,0.0,1414356.2,358100.0,2856345488862.0
662,2022-11-12,2932459425605.0,1875028058965.0,8144016716604.0,1016609818216.0,1915849607389.0,0.0,1426096.0,351266.6666666667,2932459425605.0
663,2022-11-13,2515857267781.0,1868358010725.0,7710010227133.0,1480107431301.0,1035749836480.0,0.0,1419140.2,353366.6666666667,2515857267781.0
664,2022-11-14,2484327764950.0,1889894432450.0,6605737064962.0,1135458630789.0,1348869134161.0,0.0,1408174.3,357000.0,2484327764950.0
665,2022-11-15,1735683915012.0,976021957507.0,5591349560299.0,1034828020209.0,700855894803.0,0.0,1410423.9,358733.3333333333,1735683915012.0
666,2022-11-16,2002063265545.0,1394296663791.0,6061689342731.0,1053159430833.0,948903834712.0,0.0,1413573.7,356933.3333333333,2002063265545.0
667,2022-11-19,1622383078510.0,3077153722846.0,5991543546101.0,1033621574971.0,588761503539.0,0.0,1393086.2,353633.3333333333,1622383078510.0
668,2022-11-20,3029788496756.0,1045142398957.0,5120662364487.0,1662806219978.0,1366982276778.0,0.0,1404627.2,354000.0,3029788496756.0
669,2022-11-21,1870236648874.0,1958250978374.0,5846284710244.0,1072284242866.0,797952406008.0,0.0,1408597.9,354533.3333333333,1870236648874.0
670,2022-11-22,1919269306659.0,2401115301672.0,6044645419152.0,995061471804.0,924207834855.0,0.0,1407654.1,353566.6666666667,1919269306659.0
671,2022-11-23,2628577676620.0,5172769160892.0,6094399021459.0,1010269705746.0,1618307970874.0,0.0,1410188.2,353300.0,2628577676620.0
672,2022-11-26,1574467829570.0,7944460194523.0,6012120795728.0,797260787914.0,777207041656.0,0.0,1408210.9,355666.6666666667,1574467829570.0
673,2022-11-27,2953167593593.0,4426426831680.0,5596820334311.0,1285459699706.0,1667707893887.0,0.0,1406202.0,358766.6666666667,2953167593593.0
674,2022-11-28,3046375698393.0,10991107082433.0,5894565280171.0,1027302853919.0,2019072844474.0,0.0,1408348.5,360833.3333333333,3046375698393.0
675,2022-11-29,2321892550192.0,2025208232568.0,5605724018454.0,1041211627435.0,1280680922757.0,0.0,1414204.6,359400.0,2321892550192.0
676,2022-11-30,2792305335032.0,2393271400896.0,5145938317248.0,1089373040646.0,1702932294386.0,0.0,1417371.8,360933.3333333333,2792305335032.0
677,2022-12-03,1590267390429.0,1501863210078.0,5282638422253.0,745499947490.0,844767442939.0,0.0,1417719.8,361900.0,1590267390429.0
678,2022-12-04,2751272694061.0,1640596656473.0,4958249287180.0,1296861716542.0,1454410977519.0,0.0,1417839.4,363633.3333333333,2751272694061.0
679,2022-12-05,1786650674827.0,2102563293178.0,5402524626228.0,955360434482.0,831290240345.0,0.0,1413604.7,364033.3333333333,1786650674827.0
680,2022-12-06,5959611246513.0,1763416727193.0,4609931590398.0,886355938052.0,5073255308461.0,0.0,1409404.4,362433.3333333333,5959611246513.0
681,2022-12-07,2238140600339.0,2656287249384.0,4578944416523.0,877318127355.0,1360822472984.0,0.0,1402830.4,362600.0,2238140600339.0
